,pokemon,hp,atk,def,spa,spd,spe,gender,type,level,ability,item,teratype,hitsPhysical,hitsSpecial,basePower,hasPriority,hasSTAB,hasCoverage,hitsPivot,hitsSetUp,hitsHazards,hasRemoval,hasKnockOff,hasStatus,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,nature,format
155,Espeon,1,1,1,3,2,3,0,2209,0,70,60,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
156,Espeon,1,1,1,3,2,3,0,2209,0,70,171,4,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
157,Espeon,1,1,1,3,2,3,0,2209,0,70,59,4,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
158,Espeon,1,1,1,3,2,3,0,2209,0,70,155,4,0,1,0,0,1,0,0,1,0,0,0,1,3,0,2,0,0,1,3,0,3,3,3,3,24,NU
159,Espeon,1,1,1,3,2,3,0,2209,0,70,60,5,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,NU
160,Espeon,1,1,1,3,2,3,0,2209,0,70,101,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,NU
161,Umbreon,2,1,2,1,3,1,0,9,0,56,203,13,1,0,2,1,1,0,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,RU
162,Umbreon,2,1,2,1,3,1,0,9,0,56,203,18,1,0,2,1,1,0,0,0,0,0,0,1,3,0,0,0,3,0,3,0,3,3,3,3,4,OU
163,Slowking,2,1,1,2,3,0,0,3149,0,109,171,4,0,1,1,0,1,0,1,0,0,0,0,1,3,0,2,0,1,0,3,0,3,3,3,0,22,UU
164,Slowking,2,1,1,2,3,0,0,3149,0,109,171,4,0,1,2,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,0,21,OU
165,Slowking-Galar,2,1,1,2,3,0,0,2021,0,109,171,18,0,1,3,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,0,22,OU
166,Slowking-Galar,2,1,1,2,3,0,0,2021,0,109,18,18,0,1,2,0,1,1,0,0,0,0,0,0,3,0,0,2,1,0,3,3,3,3,3,3,15,OU
167,Forretress,1,1,3,1,1,1,0,118,0,142,203,8,1,1,0,0,1,1,1,0,1,0,0,1,3,0,2,0,1,0,3,3,3,3,3,3,21,RU
168,Gligar,1,1,2,0,1,1,0,589,0,53,109,18,1,0,1,0,1,0,1,0,1,0,1,1,3,0,2,0,0,1,3,3,3,3,3,3,10,NU
169,Gligar,1,1,2,0,1,1,0,589,0,53,109,18,1,0,2,0,1,0,1,0,1,0,0,1,3,0,2,0,1,0,3,3,3,3,3,3,10,UU
170,Gligar,1,1,2,0,1,1,0,589,0,53,109,18,1,0,2,0,1,0,1,0,1,0,0,1,3,0,2,0,1,1,3,3,3,3,3,3,10,RU
171,Qwilfish,1,1,1,1,1,1,0,2881,0,58,328,10,1,0,1,0,1,0,1,0,1,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,10,PU
172,Qwilfish,1,1,1,1,1,1,0,2881,0,58,203,18,1,0,2,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
173,Qwilfish-Hisui,1,1,1,1,1,1,0,129,0,58,109,8,1,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0,2,1,3,3,3,3,3,3,5,PU
174,Qwilfish-Hisui,1,1,1,1,1,1,0,129,0,58,109,18,1,0,1,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
175,Scizor,1,3,2,1,1,1,0,118,0,149,58,16,1,0,1,1,1,1,1,0,0,0,1,0,2,3,0,0,0,2,3,3,3,3,3,3,0,OU
176,Scizor,1,3,2,1,1,1,0,118,0,149,207,16,1,0,1,1,1,1,0,1,0,0,1,1,2,3,0,0,0,2,3,3,3,3,3,3,0,OU
177,Scizor,1,3,2,1,1,1,0,118,0,149,356,16,1,0,0,1,1,0,1,0,0,1,1,1,3,3,0,0,0,0,3,3,3,3,3,3,0,OU
178,Heracross,2,3,1,1,2,1,0,26,0,39,125,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
179,Sneasel,1,1,1,0,1,3,0,111,0,56,171,11,1,0,1,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
180,Sneasel,1,1,1,0,1,3,0,111,0,56,171,11,1,0,0,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
181,Sneasel,1,1,1,0,1,3,0,111,0,56,58,11,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
182,Sneasel,1,1,1,0,1,3,0,111,0,56,171,11,1,0,0,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
183,Sneasel,1,1,1,0,1,3,0,111,0,56,58,11,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
184,Sneasel-Hisui,1,1,1,0,1,3,0,559,0,56,109,1,1,0,3,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
185,Sneasel-Hisui,1,1,1,0,1,3,0,559,0,56,58,5,1,0,3,0,1,1,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
186,Piloswine,2,2,1,1,1,1,0,1147,0,155,109,8,1,0,1,1,1,0,0,0,1,0,0,1,3,3,0,0,0,0,3,3,3,3,3,3,0,ZU
187,Piloswine,2,2,1,1,1,1,0,1147,0,155,58,10,1,0,2,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,0,ZU
188,Skarmory,1,1,3,1,1,1,0,1121,0,142,328,8,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1,0,2,1,3,0,3,3,3,3,10,UU
189,Skarmory,1,1,3,1,1,1,0,1121,0,142,328,10,1,0,1,0,0,1,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,Uber
190,Skarmory,1,1,3,1,1,1,0,1121,0,142,328,2,1,0,1,0,0,1,0,1,1,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,2,OU
191,Kingdra,1,1,2,2,2,1,0,335,0,146,60,18,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,15,RU
192,Kingdra,1,1,2,2,2,1,0,335,0,146,207,18,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,15,NU
193,Kingdra,1,1,2,2,2,1,0,335,0,129,345,2,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
194,Kingdra,1,1,2,2,2,1,0,335,0,146,207,18,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,PU
195,Donphan,2,2,3,1,1,1,0,961,0,142,203,8,1,0,1,0,1,0,0,0,1,1,1,1,3,1,2,0,0,0,3,3,3,3,3,3,10,UU
196,Porygon2,2,1,2,2,2,1,0,1681,0,159,109,13,0,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,NU
197,Smeargle,1,0,0,0,1,1,0,1681,0,91,133,8,1,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,3,3,3,3,3,3,3,11,ZU
198,Smeargle,1,0,0,0,1,1,0,1681,0,91,133,8,1,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
199,Smeargle,1,0,0,0,1,1,0,1681,0,91,133,8,1,0,3,1,1,0,0,0,1,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,11,PU
200,Hitmontop,1,1,2,0,3,1,0,169,0,149,300,16,1,0,0,1,1,0,0,0,0,1,0,0,3,2,0,0,0,1,3,3,3,3,3,3,0,ZU
201,Hitmontop,1,1,2,0,3,1,0,169,0,149,171,16,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,PU
202,Blissey,3,0,0,1,3,1,0,1681,0,85,171,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,RU
203,Blissey,3,0,0,1,3,1,0,1681,0,85,171,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,3,3,3,3,3,3,4,Uber
204,Blissey,3,0,0,1,3,1,0,1681,0,85,203,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,3,0,3,0,3,3,3,3,4,OU
205,Blissey,3,0,0,1,3,1,0,1681,0,85,171,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,3,0,3,3,3,3,2,UU
206,Raikou,2,1,1,2,2,3,0,49,0,102,171,4,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
207,Raikou,2,1,1,2,2,3,0,49,0,102,171,18,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
208,Raikou,2,1,1,2,2,3,0,49,0,102,203,18,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
209,Entei,3,2,1,2,1,2,0,289,0,56,58,12,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
210,Entei,3,2,1,2,1,2,0,289,0,56,171,12,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
211,Suicune,2,1,3,2,3,1,0,4489,0,102,203,1,0,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,RU
212,Tyranitar,2,3,2,2,2,1,0,159,0,116,203,4,1,0,2,0,1,0,0,0,1,0,1,1,3,1,0,0,2,1,3,3,3,3,3,3,0,UU
213,Tyranitar,2,3,2,2,2,1,0,159,0,116,58,1,1,0,2,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
214,Tyranitar,2,3,2,2,2,1,0,159,0,116,58,7,1,0,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
215,Tyranitar,2,3,2,2,2,1,0,159,0,116,360,7,1,1,1,0,1,1,0,0,1,0,1,1,3,0,1,0,2,0,3,3,3,3,3,3,22,OU
216,Ho-Oh,3,3,2,2,3,2,0,323,0,109,171,4,1,0,3,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,Uber
217,Ho-Oh,3,3,2,2,3,2,0,323,0,109,171,10,1,0,3,0,1,1,0,0,0,0,0,1,2,3,0,0,0,2,3,3,3,3,3,3,0,Uber
218,Ho-Oh,3,3,2,2,3,2,0,323,0,109,171,4,1,0,3,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,AG
219,Ho-Oh,3,3,2,2,3,2,0,323,0,109,171,10,1,0,3,0,1,1,0,0,0,0,0,1,2,3,0,0,0,1,3,3,3,3,3,3,0,AG
220,Ho-Oh,3,3,2,2,3,2,0,323,0,109,58,7,1,0,3,0,1,1,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,AG
221,Sceptile,1,1,1,2,1,3,0,841,0,90,60,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
222,Sceptile,1,1,1,2,1,3,0,841,0,90,207,10,1,0,2,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
223,Sceptile,1,1,1,2,1,3,0,841,0,165,304,7,1,0,2,0,1,1,0,1,0,0,0,1,2,3,0,0,0,2,3,3,3,3,3,3,0,NU
224,Sceptile,1,1,1,2,1,3,0,841,0,165,155,7,1,0,1,0,1,1,0,1,0,0,0,1,3,3,0,0,0,0,3,3,3,3,3,3,0,PU
225,Combusken,1,1,1,1,1,1,0,221,0,135,109,5,1,0,3,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,ZU
226,Blaziken,2,2,1,2,1,1,0,221,0,135,207,5,1,0,3,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
227,Raichu-Alola,1,1,1,2,1,3,0,329,0,237,207,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
228,Swampert,2,2,2,1,2,1,0,2077,0,157,203,4,1,0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,3,0,3,3,3,3,3,3,5,NU
229,Swampert,2,2,2,1,2,1,0,2077,0,157,203,8,1,0,1,0,1,0,1,0,1,0,1,1,3,0,3,0,0,0,3,3,3,3,3,3,10,RU
230,Ludicolo,2,1,1,2,2,1,0,1943,0,146,207,18,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,NU
231,Shiftry,2,2,1,2,1,1,0,87,0,160,207,1,1,0,1,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,0,ZU
232,Pelipper,1,1,2,2,1,1,0,1273,0,24,74,10,1,1,2,0,1,0,1,0,0,0,1,1,3,0,3,0,0,0,3,3,3,3,3,0,21,OU
233,Sandslash,1,2,2,1,1,1,0,961,0,115,171,8,1,0,1,0,1,0,0,0,1,1,1,1,3,0,3,0,0,0,3,3,3,3,3,3,10,ZU
234,Sandslash,1,2,2,1,1,1,0,961,0,115,171,1,1,0,2,0,1,1,0,1,0,0,1,1,2,3,0,0,0,2,3,3,3,3,3,3,0,ZU
235,Sandslash,1,2,2,1,1,1,0,961,0,115,207,1,1,0,2,0,1,1,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
236,Sandslash,1,2,2,1,1,1,0,961,0,115,203,8,1,0,1,0,1,0,0,0,1,1,1,1,3,0,3,0,0,0,3,3,3,3,3,3,10,NU
237,Sandslash,1,2,2,1,1,1,0,961,0,115,203,8,1,0,1,0,1,0,0,0,1,1,1,1,3,0,3,0,0,0,3,3,3,3,3,3,10,PU
238,Sandslash-Alola,1,2,3,0,1,1,0,2183,0,230,203,18,1,0,0,0,1,0,0,0,1,1,1,1,3,0,0,0,2,1,3,3,3,3,3,3,5,PU
239,Sandslash-Alola,1,2,3,0,1,1,0,2183,0,230,203,18,1,0,1,0,1,0,0,0,1,1,1,1,3,0,0,0,2,1,3,3,3,3,3,3,5,NU
240,Sandslash-Alola,1,2,3,0,1,1,0,2183,0,230,207,10,1,0,1,0,1,1,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
241,Gardevoir,1,1,1,3,3,1,0,517,0,159,59,4,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
242,Gardevoir,1,1,1,3,3,1,0,517,0,159,59,4,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,UU
243,Breloom,1,3,1,1,1,1,0,377,0,149,58,5,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
244,Breloom,1,3,1,1,1,1,0,377,0,149,210,16,1,0,0,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
245,Breloom,1,3,1,1,1,1,0,377,0,98,395,12,1,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,2,1,3,3,3,3,3,3,5,NU
246,Breloom,1,3,1,1,1,1,0,377,0,98,395,16,1,0,2,1,1,0,0,0,0,0,0,1,3,1,0,0,0,2,3,3,3,3,3,3,0,RU
247,Hariyama,3,2,1,1,1,1,0,169,0,39,203,16,1,0,1,1,1,0,0,1,0,0,1,1,1,2,0,0,3,1,3,3,3,3,3,3,0,PU
248,Hariyama,3,2,1,1,1,1,0,169,0,39,356,16,1,0,1,1,1,0,0,0,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
249,Hariyama,3,2,1,1,1,1,0,169,0,39,18,16,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,2,2,3,3,3,3,3,3,0,NU
250,Hariyama,3,2,1,1,1,1,0,169,0,39,125,16,1,0,1,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
251,Hariyama,3,2,1,1,1,1,0,169,0,39,203,16,1,0,1,1,1,0,0,1,0,0,1,1,0,3,0,0,2,2,3,3,3,3,3,3,0,NU
252,Venusaur,2,1,1,2,2,1,0,1247,0,90,203,18,1,1,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,1,3,3,3,3,3,3,2,ZU
253,Venusaur,2,1,1,2,2,1,0,1247,0,12,207,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,OU
254,Venusaur,2,1,1,2,2,1,0,1247,0,12,207,6,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,UU
255,Venusaur,2,1,1,2,2,1,0,1247,0,12,207,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
256,Venusaur,2,1,1,2,2,1,0,1247,0,12,207,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,NU
257,Venusaur,2,1,1,2,2,1,0,1247,0,90,171,10,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
258,Venusaur,2,1,1,2,2,1,0,1247,0,90,171,18,1,1,1,0,1,0,0,0,0,0,1,1,3,0,2,0,1,1,3,3,3,3,3,3,2,PU
259,Venusaur,2,1,1,2,2,1,0,1247,0,12,207,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,PU
260,Sableye,1,1,1,1,1,1,0,69,0,101,171,13,1,0,1,0,1,0,0,0,0,0,1,1,3,0,3,0,0,0,3,3,3,3,3,3,10,ZU
261,Medicham,1,1,1,1,1,1,0,611,0,103,59,5,1,0,2,0,1,1,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
262,Medicham,1,1,1,1,1,1,0,611,0,103,207,5,1,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
263,Volbeat,1,1,1,1,1,1,0,4,0,101,171,2,1,0,1,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,0,22,ZU
264,Camerupt,1,2,1,2,1,1,0,527,0,133,203,18,0,1,2,0,1,0,0,0,1,0,0,1,3,0,0,0,3,0,3,0,3,3,3,3,4,ZU
265,Torkoal,1,1,3,1,1,0,0,289,0,25,169,7,1,1,1,0,1,0,0,0,1,1,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,OU
266,Torkoal,1,1,3,1,1,0,0,289,0,25,169,8,1,1,1,0,1,1,0,0,1,1,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,RU
267,Flygon,2,2,1,1,1,2,0,155,0,65,59,16,1,0,2,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
268,Flygon,2,2,1,1,1,2,0,155,0,65,58,16,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
269,Flygon,2,2,1,1,1,2,0,155,0,65,210,16,1,0,1,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
270,Flygon,2,2,1,1,1,2,0,155,0,65,210,16,1,0,1,0,1,0,1,0,1,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
271,Flygon,2,2,1,1,1,2,0,155,0,65,210,16,1,0,1,0,1,0,1,0,1,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
272,Flygon,2,2,1,1,1,2,0,155,0,65,58,16,1,0,2,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
273,Flygon,2,2,1,1,1,2,0,155,0,65,210,16,1,0,1,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
274,Flygon,2,2,1,1,1,2,0,155,0,65,59,16,1,0,2,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
275,Cacturne,1,2,1,2,1,1,0,87,0,170,207,1,1,1,2,1,1,0,0,0,1,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,17,ZU
276,Altaria,1,1,2,1,2,1,0,95,0,85,171,16,1,0,3,0,1,0,0,0,0,1,0,1,3,0,2,0,0,1,3,3,3,3,3,3,10,NU
277,Altaria,1,1,2,1,2,1,0,95,0,85,171,16,0,1,0,0,0,0,0,0,0,1,0,1,3,0,2,0,0,1,3,3,3,3,3,3,2,NU
278,Whiscash,3,1,1,1,1,1,0,2077,0,88,171,2,1,1,2,0,1,1,0,0,1,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,22,ZU
279,Crawdaunt,1,2,1,2,1,1,0,201,0,1,207,18,1,0,1,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,0,RU
280,Crawdaunt,1,2,1,2,1,1,0,201,0,1,58,18,1,0,2,1,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,RU
281,Crawdaunt,1,2,1,2,1,1,0,201,0,1,58,18,1,0,2,1,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
282,Milotic,2,1,1,2,3,1,0,4489,0,75,171,13,1,1,1,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,PU
283,Milotic,2,1,1,2,3,1,0,4489,0,75,171,13,1,1,1,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,4,RU
284,Milotic,2,1,1,2,3,1,0,4489,0,75,171,13,1,1,1,0,1,1,1,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,NU
285,Clefable,2,1,1,2,2,1,0,121,0,72,203,18,0,1,2,0,1,0,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,OU
286,Clefable,2,1,1,2,2,1,0,121,0,72,203,6,1,1,1,0,1,0,0,1,0,0,1,1,3,0,3,0,0,0,3,0,3,3,3,3,2,OU
287,Clefable,2,1,1,2,2,1,0,121,0,164,171,13,0,1,2,0,1,0,0,1,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,OU
288,Salamence,2,3,1,2,1,2,0,95,0,58,171,4,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,UU
289,Metagross,2,3,3,2,2,1,0,2773,0,13,58,16,1,0,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
290,Metagross,2,3,3,2,2,1,0,2773,0,13,133,8,1,0,3,0,1,1,0,0,1,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
291,Regirock,2,2,3,1,2,1,0,2809,0,13,203,13,1,0,0,0,1,1,0,1,1,0,0,1,3,0,1,0,2,0,3,3,3,3,3,3,10,ZU
292,Regirock,2,2,3,1,2,1,0,2809,0,13,203,13,1,0,2,0,1,1,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,PU
293,Registeel,2,1,3,1,3,1,0,3481,0,13,203,8,1,0,0,0,1,1,0,1,1,0,0,1,3,0,2,0,1,0,3,3,3,3,3,3,10,RU
294,Ninetales,1,1,1,1,2,2,0,289,0,25,169,9,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,OU
295,Ninetales,1,1,1,1,2,2,0,289,0,25,169,18,0,1,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,UU
296,Ninetales,1,1,1,1,2,2,0,289,0,25,169,9,0,1,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,RU
297,Ninetales-Alola,1,1,1,1,2,2,0,407,0,131,209,18,0,1,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,OU
298,Ninetales-Alola,1,1,1,1,2,2,0,407,0,131,171,10,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
299,Ninetales-Alola,1,1,1,1,2,2,0,407,0,131,182,18,0,1,3,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,RU
300,Ninetales-Alola,1,1,1,1,2,2,0,407,0,131,182,18,0,1,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,NU
301,Ninetales-Alola,1,1,1,1,2,2,0,407,0,131,171,10,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
302,Latias,2,1,2,2,3,3,0,235,0,65,513,13,0,1,0,0,1,1,0,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,OU
303,Latios,2,1,1,3,3,3,2,235,0,65,60,2,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,UU
304,Latios,2,1,1,3,3,3,0,235,0,65,365,16,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,UU
305,Latios,2,1,1,3,3,3,0,235,0,65,365,16,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,UU
306,Latios,2,1,1,3,3,3,2,235,0,65,365,16,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,OU
307,Latios,2,1,1,3,3,3,0,235,0,65,60,2,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,OU
308,Latios,2,1,1,3,3,3,2,235,0,65,59,16,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,OU
309,Kyogre,2,2,2,3,3,2,0,4489,0,24,171,13,0,1,3,0,1,1,0,1,0,0,0,1,3,0,2,1,0,1,3,0,3,3,3,3,2,Uber
310,Kyogre,2,2,2,3,3,2,0,4489,0,24,59,18,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
311,Kyogre,2,2,2,3,3,2,0,4489,0,24,60,18,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
312,Kyogre,2,2,2,3,3,2,0,4489,0,24,171,4,0,1,3,0,1,1,0,0,0,0,0,1,2,0,0,3,0,1,3,0,3,3,3,3,15,AG
313,Kyogre,2,2,2,3,3,2,0,4489,0,24,60,18,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,AG
314,Kyogre,2,2,2,3,3,2,0,4489,0,24,59,18,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,AG
315,Groudon,2,3,3,2,2,2,0,961,0,25,203,4,1,0,3,0,1,0,0,0,1,0,0,1,2,0,3,0,0,1,3,3,3,3,3,3,10,Uber
